codigo,snv_rodovia,situacao,extensao_km,extensao_geom_km,decisao,motivo,TRECHO-INÍCIO,TRECHO-FINAL
205EDF0130,DF-205,IMP,8.0,11.944360915721013,manter,nao pavimentado: fora da analise de trafego,FIM DE TRECHO PAVIMENTADO (km. 33.6),4.11
205EDF0150,DF-205,PAV,7.1,7.335396673989852,manter,,ENTR. DF-131,ENTR. DF-128
205EDF0170,DF-205,IMP,9.9,10.309996541820134,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-128,ENTR. BR-010/DF-345
205EDF0190,DF-205,IMP,2.1,2.815368362024427,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-010/DF-345,ENTR. DF-405
205EDF0230,DF-205,IMP,4.5,4.6636130697507605,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-103,ENTR. DF-110
205EDF0250,DF-205,IMP,1.9,2.0792195802989784,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-110,ENTR. GO-430
205EDF0270,DF-205,PAV,6.8,6.261559329226955,manter,,ENTR. GO-430,DIVISA DF/GO
206EDF0010,DF-206,IMP,2.9,3.039934343460893,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-080/251,ENTR. VC-505
206EDF0030,DF-206,IMP,5.0,5.156937192473845,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-505,DIVISA DF/GO
220EDF0010,DF-220,PAV,5.0,5.599973339014994,manter,,ENTR. BR-080/251,ENTR. DF-445
220EDF0030,DF-220,PAV,10.82,10.819213697852609,manter,extensao declarada zero/ausente: usada a da geometria,ENTR. DF-445,FIM DA PAVIMENTAÇÃO
230EDF0010,DF-230,PAV,3.8,3.83770697608209,manter,,ENTR. BR-010/BR-020/ BR-030,ENTR. DF-128
230EDF0030,DF-230,PAV,4.1,4.185117087610859,manter,,ENTR. DF-128,ENTR. DF-130
230EDF0050,DF-230,PAV,2.3,1.9152190542452046,manter,,ENTR. DF-130,ENTR. DF-345
230EDF0070,DF-230,PAV,7.3,7.635437104646882,manter,,ENTR. DF-345,ENTR. VC-137(A)
230EDF0090,DF-230,PAV,4.3,4.84488894683609,manter,,ENTR. VC-137(A),ENTR. VC-127/VC- 137(B)
230EDF0110,DF-230,PAV,2.0,2.066060981726962,manter,,ENTR. VC-127/VC- 137(B),ENTR. DF-410
230EDF0130,DF-230,IMP,1.7,1.8142309313674654,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-410,ENTR. VC-139
230EDF0150,DF-230,IMP,2.5,1.8584009609163494,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-139,ENTR. DF-353
230EDF0170,DF-230,IMP,0.5,0.667565762435595,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-353,ENTR. DF-110(A)
230EDF0210,DF-230,PLA,13.0,11.872092702265093,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-110(B),ENTR. DF-105
230EDF0230,DF-230,PLA,4.0,4.559894552971181,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-105,ENTR. DF-100
250EDF0020,DF-250,PAV,5.1,4.429773532388665,manter,,ENTR. DF-456,ENTR. DF-330
250EDF0050,DF-250,PAV,6.4,6.573633315571493,manter,,ENTR. DF-130,ENTR. DF-120
250EDF0052,DF-250,PAV,0.5,0.29147233606942063,manter,ALERTA: geometria 0.58x a extensao declarada,ENTR. DF-120,ENTR. VC-129(A)
250EDF0060,DF-250,PAV,2.7,2.9417343035846253,manter,,ENTR. VC-129(A),ENTR. DF-353
250EDF0072,DF-250,PAV,1.6,1.8894403233701205,manter,,ENTR. DF-320,ENTR. VC-129(B)
250EDF0090,DF-250,PAV,4.5,4.452702486775265,manter,,ENTR. VC-129(B),ENTR. DF-310
250EDF0110,DF-250,PAV,0.5,0.40751977972360737,manter,,ENTR. DF-310,ENTR. VC-133
250EDF0150,DF-250,PAV,5.2,5.364352668315367,manter,,ENTR. DF-110,ENTR. VC-151
250EDF0170,DF-250,PAV,0.7,0.7378261557153446,manter,,ENTR. VC-151,ENTR. DF-105(A)
250EDF0190,DF-250,PAV,0.7,0.7734536180725522,manter,,ENTR. DF-105(A),ENTR. DF-105(B)
250EDF0210,DF-250,PAV,3.5,3.6626534574244554,manter,,ENTR. DF-105(B),ENTR. VC-155
250EDF0230,DF-250,PAV,0.9,0.9488767499720097,manter,,ENTR. VC-155,ENTR. DF-100
250EDF0270,DF-250,IMP,2.1,2.005196210003791,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-159,ENTR. VC-145
250EDF0290,DF-250,IMP,1.9,1.747238577385897,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-145,ENTR. BR-479(B)/ DIVISA DF/GO
260EDF0010,DF-260,IMP,6.5,7.286311414116245,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-130,ENTR. DF-120(A)/DF- 125
260EDF0030,DF-260,IMP,0.5,0.6091706944165016,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-120(A)/DF- 125,ENTR. DF-120(B)
260EDF0050,DF-260,IMP,5.3,5.753694621979475,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-120(B),ENTR. VC-407
260EDF0070,DF-260,IMP,2.1,2.0752897801945314,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-407,ENTR. VC-419
260EDF0090,DF-260,IMP,3.0,3.7638411160868332,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-419,ENTR. VC-423
260EDF0110,DF-260,IMP,0.5,0.5817140971560218,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-423,ENTR. DF-322(A)
260EDF0130,DF-260,IMP,2.0,2.0231419037933955,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-322(A),ENTR. DF-322(B)
260EDF0150,DF-260,IMP,5.2,5.183790728883475,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-322(B),ENTR. DF-100/DF-320
270EDF0010,DF-270,PAV,1.9,1.9302351578799972,manter,,ENTR. DF-130,ENTR. DF-125(A)
270EDF0030,DF-270,PAV,1.5,1.606701199413502,manter,,ENTR. DF-125(A),FIM DO TRECHO PAVIMENTADO (km. 3.4)
270EDF0040,DF-270,IMP,6.0,1.6584905717446619,manter,ALERTA: geometria 0.28x a extensao declarada,FIM DO TRECHO PAVIMENTADO (km. 3.4),0.1
270EDF0050,DF-270,IMP,1.9,1.9818871041858666,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-125(B),ENTR. DF-120(A)
270EDF0090,DF-270,IMP,5.3,5.528140861617365,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-120(B),ENTR. VC-407
270EDF0110,DF-270,IMP,3.5,4.1558705910023015,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-407,ENTR. DF-322
270EDF0130,DF-270,IMP,4.0,4.314901417389821,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-322,ENTR. DF-100
280EDF0010,DF-280,PAV,1.0,0.6835073094005835,manter,,DIVISA GO/DF,ENTR. DF-190(A)
280EDF0012,DF-280,PAV,1.0,0.849306600671932,manter,,ENTR. DF-190(A),ENTR. DF-190(B)
280EDF0030,DF-280,PAV,10.6,9.490536555370996,manter,,ENTR. DF-190(B),ENTR. BR-060
285EDF0010,DF-285,PAV,2.5,2.525187291650445,manter,,ENTR. BR-251,ENTR. VC-441
285EDF0030,DF-285,PAV,6.0,6.265346773339068,manter,,ENTR. VC-441,ENTR. DF-120
285EDF0050,DF-285,PAV,1.8,1.9574146698015717,manter,,ENTR. DF-120,ENTR. VC-447
285EDF0070,DF-285,PAV,5.8,5.934701332426366,manter,,ENTR. VC-447,ENTR. DF-100
285EDF0090,DF-285,PAV,2.9,3.085356474280297,manter,,ENTR. DF-100,ENTR. VC-461
285EDF0110,DF-285,IMP,6.6,8.162256857651801,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-461,DIVISA DF/MG
290EDF0010,DF-290,PAV,11.8,11.798069724607412,manter,,ENTR. BR-060,ENTR. VC-381
290EDF0030,DF-290,PAV,4.9,5.338576037484862,manter,,ENTR. VC-381,ENTR. DF-180
290EDF0050,DF-290,PAV,4.4,4.510500513239694,manter,,ENTR. DF-180,ENTR. VC-379 / ACESSO AO GAMA
290EDF0070,DF-290,PAV,1.5,1.5325623392509946,manter,,ENTR. VC-379 / ACESSO AO GAMA,ENTR. VC-385
290EDF0080,DF-290,PAV,2.5,2.5898965258449933,manter,,ENTR. VC-385,ACESSO AO GAMA
290EDF0090,DF-290,DUP,3.2,3.472876878363702,manter,,ACESSO AO GAMA,ENTR. AV. ALAGADOS (SANTA MARIA)
290EDF0110,DF-290,DUP,3.2,2.841574277572565,manter,,ENTR. AV. ALAGADOS (SANTA MARIA),ENTR. VC-371
290EDF0130,DF-290,DUP,2.5,2.6251676280231053,manter,,ENTR. VC-371,ENTR. BR-040/BR-050
295EDF0010,DF-295,IMP,4.4,4.933113962522769,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-130,ENTR. DF-125
295EDF0030,DF-295,IMP,3.8,3.9376939736878716,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-125,ENTR. BR-251
295EDF0050,DF-295,IMP,10.8,11.730731087662273,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-251,ENTR. VC-471
295EDF0070,DF-295,IMP,2.3,1.8294733705124289,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-471,ENTR. DF-100
310EDF0010,DF-310,IMP,8.5,8.3413545587631,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-479/DF-250,ENTR. VC-151
310EDF0030,DF-310,IMP,1.4,1.5529808457510648,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-151,ENTR. VC-165
310EDF0050,DF-310,IMP,4.0,4.094045873174066,manter,nao pavimentado: fora da analise de trafego,ENTR.VC-165,ENTR. VC-173
310EDF0070,DF-310,IMP,3.0,3.0253373122319447,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-173,ENTR. VC-177(A)
310EDF0090,DF-310,IMP,2.0,2.139414313639105,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-177(A),ENTR. VC-177(B)
310EDF0110,DF-310,IMP,5.0,5.4703487541333375,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-177(B),ENTR. DF-100
320EDF0010,DF-320,PAV,1.6,1.6878487108620228,manter,,ENTR. BR-479/DF-250,ENTR. VC-403
320EDF0030,DF-320,PAV,5.4,5.580628304191095,manter,,ENTR. VC-403,ENTR. DF-355
320EDF0050,DF-320,PAV,2.9,3.394795711021498,manter,,ENTR. DF-355,ENTR. VC-165
320EDF0060,DF-320,PAV,8.0,1.4172933130127414,manter,ALERTA: geometria 0.18x a extensao declarada,ENTR. VC-165,FIM DE TRECHO PAVIMENTADO (km. 11.7).1
320EDF0070,DF-320,IMP,6.0,3.591293663023726,manter,ALERTA: geometria 0.60x a extensao declarada,FIM DE TRECHO PAVIMENTADO (km. 11.7),3.3
320EDF0090,DF-320,IMP,0.8,0.7284316466437527,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-173,ENTR. VC-409
320EDF0110,DF-320,IMP,2.8,2.9079574558661827,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-409,ENTR. VC-417
320EDF0130,DF-320,IMP,8.3,8.89037193896576,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-417,ENTR. DF-100/DF-260
322EDF0010,DF-322,IMP,3.5,3.320667570049739,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-320,ENTR. VC-409
322EDF0030,DF-322,IMP,8.1,9.432907529625915,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-409,ENTR. VC-417
322EDF0050,DF-322,IMP,3.8,4.011124667579804,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-417,ENTR. DF-260(A)
322EDF0090,DF-322,IMP,5.0,4.266004262110038,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-260(B),ENTR. VC-421
322EDF0110,DF-322,IMP,2.0,2.1117175149260032,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-421,ENTR. DF-270
326EDF0010,DF-326,EOP,5.5,6.069687324378932,manter,,ENTR. DF-205,ENTR. DF-335
326EDF0030,DF-326,PAV,0.4,0.7944505471029327,manter,ALERTA: geometria 1.99x a extensao declarada,ENTR. DF-335,ENTR. VC-215
326EDF0050,DF-326,IMP,4.0,2.928252434950852,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-215,ACESSO A SOBRADINHO
330EDF0010,DF-330,IMP,6.8,8.049186620994908,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-440,ENTR. DF-444
330EDF0030,DF-330,EOP,6.4,5.50842698548612,manter,,ENTR. DF-444,ENTR. BR-479/DF-250
335EDF0010,DF-335,IMP,5.0,7.60400794574185,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-326,FIM DE TRECHO IMPLANTADO (km. 7.5).7
335EDF0030,DF-335,PLA,0.75,0.7525489242316556,remover,"trecho planejado, nao existe fisicamente",FIM DE TRECHO IMPLANTADO (km. 7.5).8.5,1
335EDF0050,DF-335,IMP,7.0,1.7511398555722961,manter,ALERTA: geometria 0.25x a extensao declarada,FIM DE TRECHO PLANEJADO (km. 8.5),2.1
335EDF0070,DF-335,PAV,2.3,2.395991025418447,manter,,ACESSO A UNIVERSIDADE,FIM DE TRECHO PAVIMENTADO (km. 12.5)
335EDF0090,DF-335,IMP,9.0,5.583712844975899,manter,nao pavimentado: fora da analise de trafego,FIM DE TRECHO PAVIMENTADO (km. 12.5),4.5
345EDF0010,DF-345,PAV,2.3,2.2764674870770487,manter,,ENTR. BR-010(A) / DIVISA GO/DF,ENTR. DF-205
345EDF0030,DF-345,PAV,4.6,4.627167258131625,manter,,ENTR. DF-205,ENTR. VC-111
345EDF0050,DF-345,PAV,4.1,4.24176221768161,manter,,ENTR. VC-111,ENTR. BR-010(B)/ BR-020/BR-030
345EDF0070,DF-345,PAV,9.6,10.196453563040402,manter,,ENTR. BR-010(B)/ BR-020/BR-030,ENTR. DF-230
353EDF0010,DF-353,IMP,2.8,2.8023156026443465,manter,nao pavimentado: fora da analise de trafego,ENTR BR-479/DF-250,ENTR. VC-129
353EDF0030,DF-353,IMP,7.0,7.088908643167385,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-129,ENTR. VC-123
353EDF0050,DF-353,IMP,3.0,3.025283641675018,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-123,ENTR. VC-133
353EDF0070,DF-353,IMP,1.2,1.217383567917334,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-133,ENTR. VC-127
353EDF0090,DF-353,IMP,2.7,2.4978005867236996,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-127,ENTR. DF-230
355EDF0010,DF-355,PAV,6.9,7.1927655804743935,manter,,ENTR. DF-130,ENTR. DF-120
355EDF0030,DF-355,PAV,4.5,4.839265439115243,manter,,ENTR. DF-120,ENTR. VC-403
355EDF0050,DF-355,PAV,8.0,7.897079871558296,manter,,ENTR. VC-403,ENTR. DF-322
355EDF0070,DF-355,PAV,1.5,1.5531939107675667,manter,,ENTR. DF-322,ENTR. DF-320
405EDF0010,DF-405,IMP,2.8,2.728135044394207,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-020/BR-030,ENTR. VC-111
405EDF0030,DF-405,IMP,1.0,0.9536600634983208,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-111,ENTR. VC-113
405EDF0050,DF-405,IMP,3.4,3.4465192433465197,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-113,ENTR. DF-205
410EDF0010,DF-410,IMP,4.4,5.187494388654053,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-020/BR-030,ENTR. VC-121
410EDF0030,DF-410,IMP,0.8,0.8104882143970511,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-121,ENTR. VC-127
410EDF0050,DF-410,IMP,1.8,1.7710805430468357,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-127,ENTR. DF-230
415EDF0010,DF-415,IMP,6.6,6.980776251233677,manter,nao pavimentado: fora da analise de trafego,ENTR. BR-080/251,E NTR. DF-445
415EDF0030,DF-415,IMP,2.5,2.8243491986913964,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-445,INICIO DE TRECHO PLANEJADO (km. 9.1)
415EDF0050,DF-415,PLA,4.51,4.513873795542405,remover,"trecho planejado, nao existe fisicamente",INICIO DE TRECHO PLANEJADO (km. 9.1),1.4
430EDF0010,DF-430,PAV,5.5,5.658327935436658,manter,,BALÃO DE ENTRADA DE BRAZLÂNDIA,ENTR. DF-445(A)
430EDF0030,DF-430,PAV,0.2,0.21054565943125603,manter,,ENTR. DF-445(A),ENTR. DF-445(B)
430EDF0050,DF-430,PAV,3.2,3.3732088405076706,manter,,ENTR. DF-445(B),ENTR. VC-527
430EDF0070,DF-430,PAV,2.4,2.5356553828229327,manter,,ENTR. VC-527,DF-001 (EPCT)
435EDF0010,DF-435,PAV,1.2,1.2355883161950816,manter,,ENTR. BR-080/BR-251,ENTR. VC-547
435EDF0030,DF-435,PAV,3.0,2.298108653561128,manter,,ENTR. VC-547,ENTR. DF-445/INICIO DE TRECHO PLANEJADO (km. 3.5)
435EDF0050,DF-435,PLA,1.0,4.931815264141206,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-445/INICIO DE TRECHO PLANEJADO (km. 3.5).7.6,4
435EDF0070,DF-435,IMP,4.0,4.48084017997453,manter,nao pavimentado: fora da analise de trafego,FIM DE TRECHO PLANEJADO (km. 7.6),0.4
440EDF0010,DF-440,PAV,1.0,1.0532829309536738,manter,,ENTR. BR-010/BR-020/ BR-030,ENTR. DF-442
440EDF0012,DF-440,PAV,1.0,1.0151098731017814,manter,,ENTR. DF-442,ENTRADA DO COND. RK (km. 2.1).1
440EDF0030,DF-440,PAV,7.0,1.7911866884458767,manter,ALERTA: geometria 0.26x a extensao declarada,ENTRADA DO COND. RK (km. 2.1),8.1
440EDF0050,DF-440,PAV,4.4,4.504752320884456,manter,,ENTR. VC-249,ENTR. VC-263
440EDF0070,DF-440,PAV,4.5,8.282229962892014,manter,ALERTA: geometria 1.84x a extensao declarada,ENTR. VC-263,ENTR. VC-257
440EDF0090,DF-440,PAV,5.4,5.5233727575518845,manter,,ENTR. VC-257,ENTR. DF-330
440EDF0110,DF-440,PAV,3.5,3.573006898115913,manter,,ENTR. DF-330,ACESSO A BR-010/ BR-020/BR-030 (SLU)
442EDF0010,DF-442,PAV,0.5,0.5138290920909071,manter,,ENTR. DF-440,ENTR. DF-001 (EPCT)
442EDF0030,DF-442,PLA,4.9,4.112137139192211,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-001 (EPCT),ENTR. DF-005 (EPPR)
444EDF0010,DF-444,PLA,1.8,1.8436331782494106,remover,"trecho planejado, nao existe fisicamente",ENTR. DF-330,ENTR. DF-128
445EDF0010,DF-445,PAV,2.9,2.92542397427037,manter,,ENTR. BR-080/BR-251,ENTR. DF-435
445EDF0030,DF-445,PAV,5.3,5.465241622223986,manter,,ENTR. DF-435,ENTR. DF-430(A)
445EDF0070,DF-445,IMP,1.8,1.8717687120614395,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-430(B),ENTR. VC-527
445EDF0090,DF-445,IMP,2.2,1.8780017280030639,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-527,ENTR. DF-415
445EDF0110,DF-445,IMP,3.2,4.08775430648527,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-415,ENTR. DF-220
451EDF0010,DF-451,DUP,1.0,1.0271565195395396,manter,,ENTR. BR-070,FIM DO TRECHO DUPLICADO
451EDF0020,DF-451,PAV,1.5,1.5252608553602585,manter,,FIM DO TRECHO DUPLICADO,ENTR. VC-561
451EDF0030,DF-451,PAV,3.6,3.576921008320156,manter,,ENTR. VC-561,ENTR. BR-080/BR-251
455EDF0010,DF-455,IMP,5.7,5.781090245990342,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-130,ENTR. VC-413
455EDF0030,DF-455,IMP,4.3,4.178986577186297,manter,nao pavimentado: fora da analise de trafego,ENTR. VC-413,ENTR. DF-120
456EDF0010,DF-456,DUP,5.6,5.31322650275057,manter,,ENTR. DF-001 (EPCT),ENTR. BR-479/DF-250
459EDF0010,DF-459,DUP,2.6,2.7550776222741384,manter,,ACESSO A CEILÂNDIA (VIA DE LIGAÇÃO CENTRO NORTE),ACESSO A SAMAMBAIA (2ª AVENIDA NORTE)
463EDF0010,DF-463,DUP,3.9,4.319882221725699,manter,,ENTR. DF-001 (EPCT),SÃO SEBASTIÃO
465EDF0010,DF-465,PAV,4.3,4.440752593902793,manter,,ENTR. DF-001 (EPCT),PRESÍDIO DA PAPUDA
473EDF0010,DF-473,PAV,3.0,2.9088690963594224,manter,,SÃO SEBASTIÃO,ENTR. BR-251
475EDF0010,DF-475,PAV,2.3,2.2157538780203923,manter,,ACESSO AO GAMA,ENTR. VC-351
475EDF0030,DF-475,PAV,4.0,4.658165250390551,manter,,ENTR. VC-351,ENTR. VC-341
475EDF0050,DF-475,PAV,1.1,1.543322497540835,manter,,ENTR. VC-341,ENTR. BR-251/DF-001
480EDF0010,DF-480,DUP,1.9,2.0809161500856765,manter,,GAMA,ENTR. VC-361
480EDF0030,DF-480,DUP,3.4,3.5035836642452063,manter,,ENTR. VC-361,ENTR. BR-251/DF- 001(EPCT)/DF- 065(EPIP)
483EDF0010,DF-483,DUP,1.2,2.1165152694790432,manter,ALERTA: geometria 1.76x a extensao declarada,GAMA,ENTR. VC-361
483EDF0030,DF-483,DUP,3.2,2.374800398653806,manter,,ENTR. VC-361,ENTR. AV. ALAGADOS (SANTA MARIA)
495EDF0010,DF-495,PAV,2.9,3.0196621039669287,manter,,ENTR.BR-040/BR-050,FERROVIA CENTRO ATLÂNTICO FCA
495EDF0030,DF-495,PAV,7.0,6.004654700886633,manter,,FERROVIA CENTRO ATLÂNTICO - FCA,FIM DE TRECHO PAVIMENTADO (km 11.6).6.8
001EDF0370,DF-001,DUP,2.8,2.795579072690688,manter,,ACESSO II A SAMAMBAIA / 3º DR,ENTR. DF-075 (EPNB)
001EDF0390,DF-001,DUP,5.7,5.520745984745971,manter,,ENTR. DF-075 (EPNB),ENTR. DF-085 (EPTG)/ TAGUATINGA
125EDF0110,DF-125,PAV,2.0,1.6413536978304932,manter,,(km. 10.0) ENTR. BR- 251(A),7.1
250EDF0010,DF-250,DUP,5.55,5.552016715204578,manter,extensao declarada zero/ausente: usada a da geometria,ENTR. BR- 479(A)/ DF-001 (EPCT)/ DF-015 (EPTM),ENTR. DF-456
250EDF0030,DF-250,PAV,4.8,4.759053552804001,manter,,ENTR. DF-330,ENTR. DF-130
250EDF0070,DF-250,PAV,0.8,0.9152463426762873,manter,,ENTR. DF-353,ENTR. DF-320
250EDF0130,DF-250,PAV,2.7,3.200581178913659,manter,,ENTR. VC-133,ENTR. DF-110
250EDF0250,DF-250,IMP,4.0,4.131099760946126,manter,nao pavimentado: fora da analise de trafego,ENTR. DF-100,ENTR. VC-159
270EDF0070,DF-270,IMP,1.95,1.9495335182345972,manter,extensao declarada zero/ausente: usada a da geometria,(km. 3.4) ENTR. DF- 120(A),9.2
